,Horsepower,Curb Weight,City MPG,Highway MPG,Combined MPG,Fuel Capacity,Drivetrain,Recommended Fuel,Car Model,Year,Model Full Name
188,268 @ 6200 RPM,3572 lbs.,19 mpg,28 mpg,23 mpg,18.5 gallons,FWD,Regular,toyota/avalon,2012,Toyota Avalon
189,268 @ 6200 RPM,3461 lbs.,21 mpg,31 mpg,25 mpg,17.0 gallons,FWD,Regular,toyota/avalon,2013,Toyota Avalon
190,268 @ 6200 RPM,3461 lbs.,21 mpg,31 mpg,25 mpg,17.0 gallons,FWD,Regular,toyota/avalon,2014,Toyota Avalon
191,268 @ 6200 RPM,3505 lbs.,21 mpg,31 mpg,24 mpg,17.0 gallons,FWD,Regular,toyota/avalon,2015,Toyota Avalon
192,268 @ 6200 RPM,3461 lbs.,21 mpg,31 mpg,24 mpg,17.0 gallons,FWD,Regular,toyota/avalon,2016,Toyota Avalon
193,268 @ 6200 RPM,3461 lbs.,21 mpg,30 mpg,24 mpg,17.2 gallons,FWD,Regular,toyota/avalon,2017,Toyota Avalon
194,268 @ 6200 RPM,3461 lbs.,21 mpg,30 mpg,24 mpg,17.0 gallons,FWD,Regular,toyota/avalon,2018,Toyota Avalon
195,301 @ 6600 RPM,3560 lbs.,22 mpg,32 mpg,26 mpg,14.5 gallons,FWD,Regular,toyota/avalon,2019,Toyota Avalon
196,301 @ 6600 RPM,3560 lbs.,22 mpg,32 mpg,26 mpg,14.5 gallons,FWD,Regular,toyota/avalon,2020,Toyota Avalon
197,301 @ 6600 RPM,3570 lbs.,22 mpg,32 mpg,26 mpg,14.5 gallons,FWD,Regular,toyota/avalon,2021,Toyota Avalon
198,301 @ 6600 RPM,3570 lbs.,22 mpg,32 mpg,26 mpg,14.5 gallons,FWD,Regular,toyota/avalon,2022,Toyota Avalon
199,290 @ 6400 RPM,3565 lbs.,19 mpg,26 mpg,22 mpg,20.0 gallons,FWD,Premium,nissan/maxima,2010,Nissan Maxima
200,290 @ 6400 RPM,3540 lbs.,19 mpg,26 mpg,22 mpg,20.0 gallons,FWD,Premium,nissan/maxima,2011,Nissan Maxima
201,290 @ 6400 RPM,3565 lbs.,19 mpg,26 mpg,22 mpg,20.0 gallons,FWD,Premium,nissan/maxima,2012,Nissan Maxima
202,290 @ 6400 RPM,3551 lbs.,19 mpg,26 mpg,22 mpg,20.0 gallons,FWD,Premium,nissan/maxima,2013,Nissan Maxima
203,290 @ 6400 RPM,3550 lbs.,19 mpg,26 mpg,22 mpg,20.0 gallons,FWD,Premium,nissan/maxima,2014,Nissan Maxima
204,300 @ 6400 RPM,3471 lbs.,22 mpg,30 mpg,25 mpg,18.0 gallons,FWD,Premium,nissan/maxima,2016,Nissan Maxima
205,300 @ 6400 RPM,3496 lbs.,21 mpg,30 mpg,25 mpg,18.0 gallons,FWD,Premium,nissan/maxima,2017,Nissan Maxima
206,300 @ 6400 RPM,3496 lbs.,21 mpg,30 mpg,25 mpg,18.0 gallons,FWD,Premium,nissan/maxima,2018,Nissan Maxima
207,300 @ 6400 RPM,3564 lbs.,20 mpg,30 mpg,24 mpg,18.0 gallons,FWD,Premium,nissan/maxima,2019,Nissan Maxima
208,300 @ 6400 RPM,3559 lbs.,20 mpg,30 mpg,24 mpg,18.0 gallons,FWD,Premium,nissan/maxima,2020,Nissan Maxima
209,300 @ 6400 RPM,3612 lbs.,20 mpg,30 mpg,24 mpg,18.0 gallons,FWD,Premium,nissan/maxima,2021,Nissan Maxima
210,300 @ 6400 RPM,3609 lbs.,20 mpg,30 mpg,24 mpg,18.0 gallons,FWD,Premium,nissan/maxima,2022,Nissan Maxima
211,178 @ 5500 RPM,3728 lbs.,18 mpg,26 mpg,21 mpg,18.0 gallons,RWD,Regular,dodge/charger,2010,Dodge Charger
212,292 @ 6350 RPM,3961 lbs.,18 mpg,27 mpg,21 mpg,19.1 gallons,RWD,Regular,dodge/charger,2011,Dodge Charger
213,292 @ 6350 RPM,3961 lbs.,18 mpg,27 mpg,21 mpg,19.5 gallons,RWD,Regular,dodge/charger,2012,Dodge Charger
214,292 @ 6350 RPM,3961 lbs.,18 mpg,27 mpg,21 mpg,19.5 gallons,RWD,Regular,dodge/charger,2013,Dodge Charger
215,292 @ 6350 RPM,3961 lbs.,18 mpg,27 mpg,21 mpg,19.5 gallons,RWD,Regular,dodge/charger,2014,Dodge Charger
216,292 @ 6350 RPM,3934 lbs.,19 mpg,31 mpg,23 mpg,18.5 gallons,RWD,Regular,dodge/charger,2015,Dodge Charger
217,292 @ 6350 RPM,3960 lbs.,19 mpg,30 mpg,23 mpg,18.5 gallons,RWD,Regular,dodge/charger,2016,Dodge Charger
218,292 @ 6350 RPM,4020 lbs.,19 mpg,30 mpg,23 mpg,18.5 gallons,RWD,Regular,dodge/charger,2017,Dodge Charger
219,292 @ 6350 RPM,4020 lbs.,19 mpg,30 mpg,23 mpg,18.5 gallons,RWD,Regular,dodge/charger,2018,Dodge Charger
220,292 @ 6350 RPM,4020 lbs.,19 mpg,30 mpg,23 mpg,18.5 gallons,RWD,Regular,dodge/charger,2019,Dodge Charger
221,292 @ 6350 RPM,3657 lbs.,19 mpg,30 mpg,23 mpg,18.5 gallons,RWD,Regular,dodge/charger,2020,Dodge Charger
222,292 @ 6350 RPM,3957 lbs.,19 mpg,30 mpg,23 mpg,18.5 gallons,RWD,Regular,dodge/charger,2021,Dodge Charger
223,292 @ 6350 RPM,3957 lbs.,19 mpg,30 mpg,23 mpg,18.5 gallons,RWD,Regular,dodge/charger,2022,Dodge Charger
224,293 @ 6400 RPM,3668 lbs.,19 mpg,28 mpg,22 mpg,18.5 gallons,FWD,Regular,kia/cadenza,2014,Kia Cadenza
225,293 @ 6400 RPM,3670 lbs.,19 mpg,28 mpg,22 mpg,18.5 gallons,FWD,Regular,kia/cadenza,2015,Kia Cadenza
226,293 @ 6400 RPM,3670 lbs.,19 mpg,28 mpg,22 mpg,18.5 gallons,FWD,Regular,kia/cadenza,2016,Kia Cadenza
227,290 @ 6400 RPM,3728 lbs.,20 mpg,28 mpg,23 mpg,18.5 gallons,FWD,Regular,kia/cadenza,2017,Kia Cadenza
228,290 @ 6400 RPM,3728 lbs.,20 mpg,28 mpg,23 mpg,18.5 gallons,FWD,Regular,kia/cadenza,2018,Kia Cadenza
229,290 @ 6400 RPM,3728 lbs.,20 mpg,27 mpg,23 mpg,18.5 gallons,FWD,Regular,kia/cadenza,2019,Kia Cadenza
230,290 @ 6400 RPM,,20 mpg,28 mpg,23 mpg,18.5 gallons,FWD,Regular,kia/cadenza,2020,Kia Cadenza
231,234 @ 6000 RPM,3629 lbs.,18 mpg,26 mpg,21 mpg,19.8 gallons,FWD,Regular,hyundai/azera,2010,Hyundai Azera
232,283 @ 6200 RPM,3585 lbs.,19 mpg,27 mpg,22 mpg,19.8 gallons,FWD,Regular,hyundai/azera,2011,Hyundai Azera
233,293 @ 6400 RPM,3605 lbs.,20 mpg,28 mpg,23 mpg,18.5 gallons,FWD,Regular,hyundai/azera,2012,Hyundai Azera
234,293 @ 6400 RPM,3605 lbs.,20 mpg,29 mpg,23 mpg,18.5 gallons,FWD,Regular,hyundai/azera,2013,Hyundai Azera
235,293 @ 6400 RPM,3605 lbs.,19 mpg,29 mpg,23 mpg,18.5 gallons,FWD,Regular,hyundai/azera,2014,Hyundai Azera
236,293 @ 6400 RPM,,20 mpg,29 mpg,23 mpg,18.5 gallons,FWD,Regular,hyundai/azera,2015,Hyundai Azera
237,293 @ 6400 RPM,3684 lbs.,20 mpg,29 mpg,23 mpg,18.5 gallons,FWD,Regular,hyundai/azera,2016,Hyundai Azera
238,293 @ 6400 RPM,3684 lbs.,20 mpg,28 mpg,23 mpg,18.5 gallons,FWD,Regular,hyundai/azera,2017,Hyundai Azera
239,255 @ 6200 RPM,,22 mpg,29 mpg,25 mpg,15.9 gallons,RWD,Premium,kia/stinger,2018,Kia Stinger
240,255 @ 6200 RPM,,22 mpg,29 mpg,25 mpg,15.9 gallons,RWD,Premium,kia/stinger,2019,Kia Stinger
241,255 @ 6200 RPM,,22 mpg,29 mpg,25 mpg,15.9 gallons,RWD,Premium,kia/stinger,2020,Kia Stinger
242,255 @ 6200 RPM,,22 mpg,29 mpg,25 mpg,15.9 gallons,RWD,Premium,kia/stinger,2021,Kia Stinger
243,300 @ 5800 RPM,,22 mpg,32 mpg,25 mpg,15.9 gallons,RWD,Premium,kia/stinger,2022,Kia Stinger
244,263 @ 6250 RPM,4015 lbs.,,,,19.0 gallons,FWD,Regular,ford/taurus,2010,Ford Taurus
245,263 @ 6250 RPM,4015 lbs.,18 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,ford/taurus,2011,Ford Taurus
246,263 @ 6250 RPM,4015 lbs.,18 mpg,27 mpg,21 mpg,19.0 gallons,FWD,Regular,ford/taurus,2012,Ford Taurus
247,285 @ 6500 RPM,4037 lbs.,19 mpg,29 mpg,23 mpg,19.0 gallons,FWD,Regular,ford/taurus,2013,Ford Taurus
248,288 @ 6500 RPM,4054 lbs.,19 mpg,29 mpg,23 mpg,19.0 gallons,FWD,Regular,ford/taurus,2014,Ford Taurus
249,288 @ 6500 RPM,4037 lbs.,19 mpg,29 mpg,23 mpg,19.0 gallons,FWD,Regular,ford/taurus,2015,Ford Taurus
250,288 @ 6500 RPM,3969 lbs.,18 mpg,27 mpg,21 mpg,19.0 gallons,FWD,Regular,ford/taurus,2016,Ford Taurus
251,288 @ 6500 RPM,3969 lbs.,18 mpg,27 mpg,21 mpg,19.0 gallons,FWD,Regular,ford/taurus,2017,Ford Taurus
252,288 @ 6500 RPM,3917 lbs.,18 mpg,27 mpg,21 mpg,19.0 gallons,FWD,Regular,ford/taurus,2018,Ford Taurus
253,288 @ 6500 RPM,3917 lbs.,18 mpg,26 mpg,21 mpg,19.0 gallons,FWD,Regular,ford/taurus,2019,Ford Taurus
254,268 @ 5500 RPM,3854 lbs.,20 mpg,27 mpg,23 mpg,17.4 gallons,AWD,Premium,volkswagen/arteon,2019,Volkswagen Arteon
255,268 @ 5500 RPM,3655 lbs.,22 mpg,29 mpg,25 mpg,17.4 gallons,FWD,Premium,volkswagen/arteon,2020,Volkswagen Arteon
256,268 @ 5500 RPM,3686 lbs.,22 mpg,32 mpg,25 mpg,18.2 gallons,FWD,Premium,volkswagen/arteon,2021,Volkswagen Arteon
257,300 @ 5350 RPM,3653 lbs.,24 mpg,34 mpg,28 mpg,17.4 gallons,FWD,Premium,volkswagen/arteon,2022,Volkswagen Arteon
258,180 @ 6800 RPM,3503 lbs.,21 mpg,27 mpg,23 mpg,15.3 gallons,4WD,Regular,honda/cr-v,2010,Honda Cr-v
259,180 @ 6800 RPM,3503 lbs.,21 mpg,27 mpg,23 mpg,15.3 gallons,4WD,Regular,honda/cr-v,2011,Honda Cr-v
260,185 @ 7000 RPM,3426 lbs.,22 mpg,30 mpg,25 mpg,15.3 gallons,AWD,Regular,honda/cr-v,2012,Honda Cr-v
261,185 @ 7000 RPM,3426 lbs.,22 mpg,30 mpg,25 mpg,15.3 gallons,AWD,Regular,honda/cr-v,2013,Honda Cr-v
262,185 @ 7000 RPM,3426 lbs.,22 mpg,30 mpg,25 mpg,15.3 gallons,AWD,Regular,honda/cr-v,2014,Honda Cr-v
263,185 @ 6400 RPM,3479 lbs.,26 mpg,33 mpg,28 mpg,15.3 gallons,AWD,Regular,honda/cr-v,2015,Honda Cr-v
264,185 @ 6400 RPM,3479 lbs.,25 mpg,31 mpg,27 mpg,15.3 gallons,AWD,Regular,honda/cr-v,2016,Honda Cr-v
265,184 @ 6400 RPM,3421 lbs.,25 mpg,31 mpg,27 mpg,14.0 gallons,AWD,Regular,honda/cr-v,2017,Honda Cr-v
266,184 @ 6400 RPM,3421 lbs.,25 mpg,31 mpg,27 mpg,14.0 gallons,AWD,Regular,honda/cr-v,2018,Honda Cr-v
267,184 @ 6400 RPM,3421 lbs.,25 mpg,31 mpg,27 mpg,14.0 gallons,AWD,Regular,honda/cr-v,2019,Honda Cr-v
268,190 @ 5600 RPM,3455 lbs.,27 mpg,32 mpg,29 mpg,14.0 gallons,AWD,Regular,honda/cr-v,2020,Honda Cr-v
269,190 @ 5600 RPM,3455 lbs.,27 mpg,32 mpg,29 mpg,14.0 gallons,AWD,Regular,honda/cr-v,2021,Honda Cr-v
270,190 @ 5600 RPM,3455 lbs.,27 mpg,32 mpg,29 mpg,14.0 gallons,AWD,Regular,honda/cr-v,2022,Honda Cr-v
271,190 @ 6000 RPM,3472 lbs.,28 mpg,34 mpg,30 mpg,14.0 gallons,2WD,Regular,honda/cr-v,2023,Honda Cr-v
272,190 @ 6000 RPM,3472 lbs.,28 mpg,34 mpg,30 mpg,14.0 gallons,2WD,Regular,honda/cr-v,2024,Honda Cr-v
273,155 @ 6000 RPM,3272 lbs.,26 mpg,32 mpg,29 mpg,14.8 gallons,FWD,Regular,mazda/cx-5,2013,Mazda Cx-5
274,184 @ 5700 RPM,3375 lbs.,25 mpg,32 mpg,27 mpg,14.8 gallons,FWD,Regular,mazda/cx-5,2014,Mazda Cx-5
275,155 @ 6000 RPM,3291 lbs.,26 mpg,32 mpg,29 mpg,14.8 gallons,FWD,Regular,mazda/cx-5,2015,Mazda Cx-5
276,184 @ 5700 RPM,3433 lbs.,26 mpg,33 mpg,29 mpg,14.8 gallons,FWD,Regular,mazda/cx-5,2016,Mazda Cx-5
277,187 @ 6000 RPM,3527 lbs.,24 mpg,31 mpg,27 mpg,14.8 gallons,FWD,Regular,mazda/cx-5,2017,Mazda Cx-5
278,187 @ 6000 RPM,3563 lbs.,24 mpg,31 mpg,27 mpg,14.8 gallons,FWD,Regular,mazda/cx-5,2018,Mazda Cx-5
279,187 @ 6000 RPM,3541 lbs.,25 mpg,31 mpg,28 mpg,14.8 gallons,FWD,Regular,mazda/cx-5,2019,Mazda Cx-5
280,187 @ 6000 RPM,3541 lbs.,25 mpg,31 mpg,28 mpg,14.8 gallons,FWD,Regular,mazda/cx-5,2020,Mazda Cx-5
281,187 @ 6000 RPM,3541 lbs.,25 mpg,31 mpg,28 mpg,14.8 gallons,FWD,Regular,mazda/cx-5,2021,Mazda Cx-5
282,187 @ 6000 RPM,3541 lbs.,24 mpg,30 mpg,26 mpg,15.3 gallons,AWD,Regular,mazda/cx-5,2022,Mazda Cx-5
283,187 @ 6000 RPM,3728 lbs.,24 mpg,30 mpg,26 mpg,15.3 gallons,AWD,Regular,mazda/cx-5,2023,Mazda Cx-5
284,187 @ 6000 RPM,3783 lbs.,26 mpg,31 mpg,28 mpg,15.3 gallons,AWD,Regular,mazda/cx-5,2024,Mazda Cx-5
285,170 @ 6000 RPM,3250 lbs.,20 mpg,26 mpg,22 mpg,15.9 gallons,AWD,Regular,subaru/forester,2010,Subaru Forester
286,170 @ 5800 RPM,3250 lbs.,21 mpg,27 mpg,23 mpg,16.9 gallons,AWD,Regular,subaru/forester,2011,Subaru Forester
287,170 @ 5800 RPM,3300 lbs.,21 mpg,27 mpg,23 mpg,16.9 gallons,AWD,Regular,subaru/forester,2012,Subaru Forester
288,170 @ 5800 RPM,3300 lbs.,21 mpg,27 mpg,23 mpg,16.9 gallons,AWD,Regular,subaru/forester,2013,Subaru Forester
289,170 @ 5800 RPM,3366 lbs.,24 mpg,32 mpg,27 mpg,15.9 gallons,AWD,Regular,subaru/forester,2014,Subaru Forester
290,170 @ 5800 RPM,3366 lbs.,24 mpg,32 mpg,27 mpg,15.9 gallons,AWD,Regular,subaru/forester,2015,Subaru Forester
291,170 @ 5800 RPM,3366 lbs.,24 mpg,32 mpg,27 mpg,15.9 gallons,AWD,Regular,subaru/forester,2016,Subaru Forester
292,170 @ 5800 RPM,3395 lbs.,26 mpg,32 mpg,28 mpg,15.9 gallons,AWD,Regular,subaru/forester,2017,Subaru Forester
293,170 @ 5800 RPM,3395 lbs.,26 mpg,32 mpg,28 mpg,15.9 gallons,AWD,Regular,subaru/forester,2018,Subaru Forester
294,182 @ 5800 RPM,3449 lbs.,26 mpg,33 mpg,29 mpg,16.6 gallons,AWD,Regular,subaru/forester,2019,Subaru Forester
295,182 @ 5800 RPM,3449 lbs.,26 mpg,33 mpg,29 mpg,16.6 gallons,AWD,Regular,subaru/forester,2020,Subaru Forester
296,182 @ 5800 RPM,3453 lbs.,26 mpg,33 mpg,29 mpg,16.6 gallons,AWD,Regular,subaru/forester,2021,Subaru Forester
297,182 @ 5800 RPM,3454 lbs.,26 mpg,33 mpg,29 mpg,16.6 gallons,AWD,Regular,subaru/forester,2022,Subaru Forester
298,182 @ 5800 RPM,3454 lbs.,26 mpg,33 mpg,29 mpg,16.6 gallons,AWD,Regular,subaru/forester,2023,Subaru Forester
299,182 @ 5800 RPM,3454 lbs.,26 mpg,33 mpg,29 mpg,16.6 gallons,AWD,Regular,subaru/forester,2024,Subaru Forester
300,179 @ 6000 RPM,3494 lbs.,21 mpg,27 mpg,24 mpg,15.9 gallons,4WD,Regular,toyota/rav4,2010,Toyota Rav4
301,179 @ 6000 RPM,3494 lbs.,21 mpg,27 mpg,24 mpg,15.9 gallons,4WD,Regular,toyota/rav4,2011,Toyota Rav4
302,179 @ 6000 RPM,3494 lbs.,21 mpg,27 mpg,24 mpg,15.9 gallons,4WD,Regular,toyota/rav4,2012,Toyota Rav4
303,154 hp,4032 lbs.,78 MPGe,74 MPGe,76 MPGe,15.9 gallons,2WD,,toyota/rav4,2013,Toyota Rav4
304,154 hp,4032 lbs.,78 MPGe,74 MPGe,76 MPGe,,2WD,,toyota/rav4,2014,Toyota Rav4
305,176 @ 6000 RPM,3550 lbs.,22 mpg,29 mpg,25 mpg,15.9 gallons,AWD,Regular,toyota/rav4,2015,Toyota Rav4
306,176 @ 6000 RPM,3570 lbs.,22 mpg,29 mpg,25 mpg,15.9 gallons,AWD,Regular,toyota/rav4,2016,Toyota Rav4
307,176 @ 6000 RPM,3605 lbs.,22 mpg,28 mpg,25 mpg,15.9 gallons,AWD,Regular,toyota/rav4,2017,Toyota Rav4
308,176 @ 6000 RPM,,22 mpg,28 mpg,25 mpg,15.9 gallons,AWD,Regular,toyota/rav4,2018,Toyota Rav4
309,203 @ 6600 RPM,3490 lbs.,27 mpg,34 mpg,30 mpg,14.5 gallons,AWD,Regular,toyota/rav4,2019,Toyota Rav4
310,203 @ 6600 RPM,3490 lbs.,27 mpg,34 mpg,30 mpg,14.5 gallons,AWD,Regular,toyota/rav4,2020,Toyota Rav4
311,203 @ 6600 RPM,3490 lbs.,27 mpg,34 mpg,30 mpg,14.5 gallons,AWD,Regular,toyota/rav4,2021,Toyota Rav4
312,203 @ 6600 RPM,3490 lbs.,27 mpg,34 mpg,30 mpg,14.5 gallons,AWD,Regular,toyota/rav4,2022,Toyota Rav4
313,203 @ 6600 RPM,3380 lbs.,27 mpg,34 mpg,30 mpg,14.5 gallons,FWD,Regular,toyota/rav4,2023,Toyota Rav4
314,176 @ 6000 RPM,3203 lbs.,23 mpg,31 mpg,26 mpg,14.5 gallons,2WD,Regular,hyundai/tucson,2010,Hyundai Tucson
315,165 hp,3175 lbs.,23 mpg,31 mpg,26 mpg,14.5 gallons,2WD,Regular,hyundai/tucson,2011,Hyundai Tucson
316,176 @ 6000 RPM,3197 lbs.,21 mpg,30 mpg,25 mpg,15.3 gallons,2WD,Regular,hyundai/tucson,2012,Hyundai Tucson
317,165 @ 6200 RPM,3175 lbs.,22 mpg,29 mpg,25 mpg,15.3 gallons,2WD,Regular,hyundai/tucson,2013,Hyundai Tucson
318,182 @ 6000 RPM,3294 lbs.,21 mpg,28 mpg,24 mpg,15.3 gallons,2WD,Regular,hyundai/tucson,2014,Hyundai Tucson
319,182 @ 6000 RPM,3294 lbs.,21 mpg,28 mpg,24 mpg,15.3 gallons,FWD,Regular,hyundai/tucson,2015,Hyundai Tucson
320,175 @ 5500 RPM,3499 lbs.,25 mpg,31 mpg,27 mpg,16.4 gallons,AWD,Regular,hyundai/tucson,2016,Hyundai Tucson
321,175 @ 5500 RPM,3369 lbs.,25 mpg,30 mpg,27 mpg,16.4 gallons,FWD,Regular,hyundai/tucson,2017,Hyundai Tucson
322,164 @ 6200 RPM,3300 lbs.,23 mpg,30 mpg,26 mpg,16.4 gallons,FWD,Regular,hyundai/tucson,2018,Hyundai Tucson
323,161 @ 6200 RPM,3300 lbs.,23 mpg,30 mpg,26 mpg,16.4 gallons,FWD,Regular,hyundai/tucson,2019,Hyundai Tucson
324,161 @ 6200 RPM,3309 lbs.,23 mpg,28 mpg,25 mpg,16.4 gallons,FWD,Regular,hyundai/tucson,2020,Hyundai Tucson
325,161 @ 6200 RPM,3309 lbs.,23 mpg,28 mpg,25 mpg,16.4 gallons,FWD,Regular,hyundai/tucson,2021,Hyundai Tucson
326,187 @ 6100 RPM,3329 lbs.,26 mpg,33 mpg,29 mpg,14.3 gallons,FWD,Regular,hyundai/tucson,2022,Hyundai Tucson
327,187 @ 6100 RPM,3341 lbs.,25 mpg,32 mpg,28 mpg,14.3 gallons,FWD,Regular,hyundai/tucson,2023,Hyundai Tucson
328,187 @ 6100 RPM,3346 lbs.,25 mpg,29 mpg,28 mpg,14.3 gallons,FWD,Regular,hyundai/tucson,2024,Hyundai Tucson
329,170 @ 6000 RPM,3534 lbs.,21 mpg,26 mpg,23 mpg,15.9 gallons,AWD,Regular,nissan/rogue,2010,Nissan Rogue
330,170 @ 6000 RPM,3428 lbs.,22 mpg,26 mpg,24 mpg,15.9 gallons,AWD,Regular,nissan/rogue,2011,Nissan Rogue
331,170 @ 6000 RPM,3446 lbs.,22 mpg,26 mpg,24 mpg,15.9 gallons,AWD,Regular,nissan/rogue,2012,Nissan Rogue
332,170 @ 6000 RPM,3446 lbs.,22 mpg,27 mpg,24 mpg,15.9 gallons,AWD,Regular,nissan/rogue,2013,Nissan Rogue
333,170 @ 6000 RPM,3393 lbs.,26 mpg,33 mpg,28 mpg,14.5 gallons,FWD,Regular,nissan/rogue,2014,Nissan Rogue
334,170 @ 6000 RPM,3393 lbs.,26 mpg,33 mpg,28 mpg,14.5 gallons,FWD,Regular,nissan/rogue,2015,Nissan Rogue
335,170 @ 6000 RPM,3408 lbs.,26 mpg,33 mpg,28 mpg,14.5 gallons,FWD,Regular,nissan/rogue,2016,Nissan Rogue
336,170 @ 6000 RPM,3554 lbs.,25 mpg,32 mpg,27 mpg,14.5 gallons,AWD,Regular,nissan/rogue,2017,Nissan Rogue
337,170 @ 6000 RPM,3454 lbs.,26 mpg,33 mpg,29 mpg,14.5 gallons,FWD,Regular,nissan/rogue,2018,Nissan Rogue
338,170 @ 6000 RPM,3583 lbs.,25 mpg,32 mpg,27 mpg,14.5 gallons,AWD,Regular,nissan/rogue,2019,Nissan Rogue
339,170 @ 6000 RPM,3590 lbs.,25 mpg,32 mpg,27 mpg,14.5 gallons,AWD,Regular,nissan/rogue,2020,Nissan Rogue
340,181 @ 6000 RPM,3494 lbs.,26 mpg,33 mpg,29 mpg,14.5 gallons,AWD,Regular,nissan/rogue,2021,Nissan Rogue
341,201 @ 5600 RPM,3452 lbs.,28 mpg,35 mpg,31 mpg,14.5 gallons,AWD,Regular,nissan/rogue,2022,Nissan Rogue
342,201 @ 5600 RPM,3457 lbs.,30 mpg,37 mpg,33 mpg,14.5 gallons,FWD,Regular,nissan/rogue,2023,Nissan Rogue
343,201 @ 5600 RPM,3452 lbs.,30 mpg,37 mpg,33 mpg,14.5 gallons,FWD,Regular,nissan/rogue,2024,Nissan Rogue
344,140 @ 6000 RPM,3254 lbs.,20 mpg,25 mpg,22 mpg,15.3 gallons,2WD,Regular,kia/sportage,2010,Kia Sportage
345,176 @ 6000 RPM,3157 lbs.,21 mpg,29 mpg,24 mpg,14.5 gallons,2WD,Regular,kia/sportage,2011,Kia Sportage
346,176 @ 6000 RPM,3186 lbs.,21 mpg,30 mpg,25 mpg,15.3 gallons,2WD,Regular,kia/sportage,2012,Kia Sportage
347,176 @ 6000 RPM,3186 lbs.,21 mpg,30 mpg,25 mpg,15.3 gallons,2WD,Regular,kia/sportage,2013,Kia Sportage
348,182 @ 6000 RPM,3426 lbs.,21 mpg,28 mpg,24 mpg,15.3 gallons,FWD,Regular,kia/sportage,2014,Kia Sportage
349,182 @ 6000 RPM,3280 lbs.,21 mpg,28 mpg,24 mpg,15.3 gallons,FWD,Regular,kia/sportage,2015,Kia Sportage
350,182 @ 6000 RPM,3280 lbs.,21 mpg,28 mpg,24 mpg,15.3 gallons,FWD,Regular,kia/sportage,2016,Kia Sportage
351,181 @ 6000 RPM,3305 lbs.,22 mpg,29 mpg,25 mpg,16.4 gallons,FWD,Regular,kia/sportage,2017,Kia Sportage
352,181 @ 6000 RPM,3305 lbs.,22 mpg,29 mpg,25 mpg,16.4 gallons,FWD,Regular,kia/sportage,2018,Kia Sportage
353,181 @ 6000 RPM,3305 lbs.,22 mpg,29 mpg,25 mpg,16.4 gallons,FWD,Regular,kia/sportage,2019,Kia Sportage
354,181 @ 6000 RPM,3305 lbs.,23 mpg,30 mpg,26 mpg,16.4 gallons,FWD,Regular,kia/sportage,2020,Kia Sportage
355,181 @ 6000 RPM,3596 lbs.,23 mpg,30 mpg,26 mpg,16.4 gallons,FWD,Regular,kia/sportage,2021,Kia Sportage
356,181 @ 6000 RPM,3596 lbs.,23 mpg,30 mpg,26 mpg,16.4 gallons,FWD,Regular,kia/sportage,2022,Kia Sportage
357,187 @ 6100 RPM,3664 lbs.,25 mpg,32 mpg,28 mpg,14.3 gallons,FWD,Regular,kia/sportage,2023,Kia Sportage
358,187 @ 6100 RPM,3396 lbs.,25 mpg,33 mpg,28 mpg,14.3 gallons,FWD,Regular,kia/sportage,2024,Kia Sportage
359,171 @ 6000 RPM,3504 lbs.,21 mpg,28 mpg,23 mpg,16.5 gallons,2WD,Regular,ford/escape,2010,Ford Escape
360,171 @ 6000 RPM,3332 lbs.,21 mpg,28 mpg,23 mpg,17.5 gallons,2WD,Regular,ford/escape,2011,Ford Escape
361,171 @ 6000 RPM,3439 lbs.,21 mpg,28 mpg,23 mpg,17.5 gallons,2WD,Regular,ford/escape,2012,Ford Escape
362,173 @ 5700 RPM,3515 lbs.,23 mpg,33 mpg,26 mpg,15.0 gallons,2WD,Regular,ford/escape,2013,Ford Escape
363,178 @ 5700 RPM,3502 lbs.,23 mpg,32 mpg,26 mpg,15.1 gallons,2WD,Regular,ford/escape,2014,Ford Escape
364,178 @ 5700 RPM,3492 lbs.,23 mpg,32 mpg,26 mpg,15.1 gallons,2WD,Premium,ford/escape,2015,Ford Escape
365,168 @ 6000 RPM,3552 lbs.,22 mpg,31 mpg,25 mpg,15.1 gallons,FWD,Regular,ford/escape,2016,Ford Escape
366,168 @ 6000 RPM,3552 lbs.,21 mpg,29 mpg,24 mpg,15.7 gallons,FWD,Regular,ford/escape,2017,Ford Escape
367,168 @ 6000 RPM,3552 lbs.,21 mpg,29 mpg,24 mpg,15.7 gallons,FWD,Regular,ford/escape,2018,Ford Escape
368,168 @ 6000 RPM,3552 lbs.,21 mpg,29 mpg,24 mpg,15.7 gallons,FWD,Regular,ford/escape,2019,Ford Escape
369,181 @ 6000 RPM,3299 lbs.,27 mpg,33 mpg,30 mpg,14.7 gallons,FWD,Regular,ford/escape,2020,Ford Escape
370,181 @ 6000 RPM,3302 lbs.,28 mpg,34 mpg,30 mpg,14.7 gallons,FWD,Regular,ford/escape,2021,Ford Escape
371,181 @ 6000 RPM,3302 lbs.,28 mpg,34 mpg,30 mpg,14.8 gallons,FWD,Regular,ford/escape,2022,Ford Escape
372,181 @ 6000 RPM,3291 lbs.,27 mpg,34 mpg,30 mpg,14.8 gallons,FWD,Regular,ford/escape,2023,Ford Escape
